dong_cd,sgg_cd,sgg_nm,emd_nm,pop_0,pop_1,pop_2,pop_3,pop_4,pop_5,pop_6,pop_0_6,pop_0_2,pop_3_6,capacity,enrolled,fac_cnt,cc_capacity,cc_enrolled,cc_cnt,kg_capacity,kg_enrolled,kg_cnt,public_capacity,public_cnt,private_capacity,private_cnt,coverage,fill,usage,public_share,infant_ratio,quadrant,in_all,in_child,in_child_hh,in_child_gp,in_child_0_2,in_child_gpcare,in_child_reason_가족,in_child_reason_교육,in_child_reason_기타,in_child_reason_자연환경,in_child_reason_주거환경,in_child_reason_주택,in_child_reason_직업,out_all,out_child,out_child_hh,out_child_gp,out_child_0_2,out_child_gpcare,out_child_reason_가족,out_child_reason_교육,out_child_reason_기타,out_child_reason_자연환경,out_child_reason_주거환경,out_child_reason_주택,out_child_reason_직업,net_all,net_child,net_child_hh,in_rate,out_rate,net_rate,turnover_rate,churn_ratio,in_share_직업,in_share_가족,in_share_주택,in_share_교육,in_share_주거환경,in_share_자연환경,in_share_기타,gpcare_share_in,headless_share_in,small_denom,analysis_ok
2720059000,27200,남구,대명4동,11,15,12,13,22,16,20,109,38,71,324.0,159.0,4.0,324.0,159.0,4.0,0.0,0.0,0.0,87.0,1.0,237.0,3.0,2.9724770642201834,0.4907407407407407,1.4587155963302751,0.2685185185185185,0.5352112676056338,질적미스매치,2856,79.0,46.0,0.0,38.0,18.0,37.0,6.0,8.0,1.0,1.0,22.0,4.0,3528,119.0,91.0,0.0,55.0,11.0,34.0,5.0,8.0,1.0,6.0,54.0,11.0,-672,-40.0,-45.0,0.7247706422018348,1.091743119266055,-0.3669724770642202,1.81651376146789,1.5063291139240507,0.05063291139240506,0.46835443037974683,0.2784810126582278,0.0759493670886076,0.012658227848101266,0.012658227848101266,0.10126582278481013,0.22784810126582278,0.4177215189873418,False,True
2720060000,27200,남구,대명5동,84,74,57,49,56,50,39,409,215,194,212.0,155.0,3.0,212.0,155.0,3.0,0.0,0.0,0.0,43.0,1.0,169.0,2.0,0.5183374083129584,0.7311320754716981,0.3789731051344743,0.2028301886792453,1.1082474226804124,물리적부족,3810,248.0,211.0,0.0,143.0,9.0,47.0,8.0,5.0,1.0,6.0,169.0,12.0,3091,71.0,55.0,0.0,30.0,8.0,16.0,6.0,5.0,1.0,3.0,36.0,4.0,719,177.0,156.0,0.6063569682151589,0.17359413202933985,0.432762836185819,0.7799511002444988,0.2862903225806452,0.04838709677419355,0.18951612903225806,0.6814516129032258,0.03225806451612903,0.024193548387096774,0.004032258064516129,0.020161290322580645,0.036290322580645164,0.14919354838709675,False,True
2720061000,27200,남구,대명6동,45,56,29,38,42,48,43,301,130,171,178.0,105.0,3.0,178.0,105.0,3.0,0.0,0.0,0.0,84.0,2.0,94.0,1.0,0.5913621262458472,0.5898876404494382,0.3488372093023256,0.4719101123595505,0.7602339181286549,이중취약,3753,124.0,93.0,0.0,59.0,16.0,39.0,6.0,11.0,0.0,3.0,59.0,6.0,4065,191.0,154.0,0.0,87.0,14.0,40.0,18.0,11.0,1.0,12.0,96.0,13.0,-312,-67.0,-61.0,0.4119601328903654,0.6345514950166113,-0.2225913621262458,1.0465116279069768,1.5403225806451613,0.04838709677419355,0.31451612903225806,0.4758064516129032,0.04838709677419355,0.024193548387096774,0.0,0.08870967741935484,0.12903225806451613,0.25,False,True
2720064000,27200,남구,대명9동,35,22,24,23,23,29,40,196,81,115,458.0,356.0,3.0,50.0,46.0,1.0,408.0,310.0,2.0,0.0,0.0,458.0,3.0,2.336734693877551,0.777292576419214,1.816326530612245,0.0,0.7043478260869566,양호,4900,114.0,70.0,0.0,55.0,19.0,44.0,10.0,16.0,0.0,7.0,27.0,10.0,5847,230.0,180.0,0.0,111.0,21.0,76.0,20.0,10.0,0.0,10.0,99.0,15.0,-947,-116.0,-110.0,0.5816326530612245,1.1734693877551021,-0.5918367346938775,1.7551020408163265,2.017543859649123,0.08771929824561403,0.38596491228070173,0.2368421052631578,0.08771929824561403,0.06140350877192982,0.0,0.14035087719298245,0.16666666666666666,0.38596491228070173,False,True
2720065000,27200,남구,대명10동,10,9,13,13,12,7,16,80,32,48,98.0,17.0,1.0,98.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,1.225,0.173469387755102,0.2125,0.0,0.6666666666666666,질적미스매치,2832,49.0,32.0,0.0,26.0,10.0,21.0,4.0,3.0,0.0,3.0,14.0,4.0,3219,108.0,93.0,0.0,68.0,4.0,31.0,5.0,3.0,0.0,7.0,59.0,3.0,-387,-59.0,-61.0,0.6125,1.35,-0.7375,1.9625,2.204081632653061,0.08163265306122448,0.42857142857142855,0.2857142857142857,0.08163265306122448,0.061224489795918366,0.0,0.061224489795918366,0.20408163265306123,0.34693877551020413,True,False
2720066000,27200,남구,대명11동,13,10,14,8,11,19,9,84,37,47,123.0,36.0,2.0,123.0,36.0,2.0,0.0,0.0,0.0,48.0,1.0,75.0,1.0,1.4642857142857142,0.2926829268292683,0.4285714285714285,0.3902439024390244,0.7872340425531915,질적미스매치,2364,68.0,55.0,0.0,42.0,9.0,17.0,5.0,6.0,0.0,3.0,30.0,7.0,2853,127.0,100.0,0.0,74.0,16.0,37.0,8.0,8.0,1.0,9.0,56.0,8.0,-489,-59.0,-45.0,0.8095238095238095,1.5119047619047619,-0.7023809523809523,2.321428571428572,1.8676470588235294,0.10294117647058823,0.25,0.4411764705882353,0.07352941176470588,0.04411764705882353,0.0,0.08823529411764706,0.1323529411764706,0.19117647058823528,True,False
2723051000,27230,북구,고성동,296,282,243,201,241,179,166,1608,821,787,579.0,548.0,9.0,579.0,548.0,9.0,0.0,0.0,0.0,239.0,5.0,340.0,4.0,0.3600746268656716,0.9464594127806564,0.3407960199004975,0.4127806563039723,1.0432020330368488,물리적부족,7180,1271.0,1133.0,2.0,729.0,12.0,186.0,23.0,28.0,1.0,52.0,941.0,40.0,2648,349.0,256.0,0.0,168.0,48.0,82.0,23.0,21.0,2.0,16.0,185.0,20.0,4532,922.0,877.0,0.7904228855721394,0.21703980099502487,0.5733830845771144,1.007462686567164,0.2745869394177813,0.03147128245476003,0.14634146341463414,0.7403619197482297,0.01809598741148702,0.040912667191188044,0.0007867820613690008,0.022029897718332022,0.00944138473642801,0.10857592446892206,False,True
2723052600,27230,북구,칠성동,160,140,126,106,131,150,158,971,426,545,521.0,402.0,14.0,449.0,331.0,13.0,72.0,71.0,1.0,20.0,1.0,501.0,13.0,0.5365602471678682,0.7715930902111324,0.4140061791967044,0.0383877159309021,0.781651376146789,물리적부족,7750,582.0,443.0,0.0,268.0,47.0,128.0,55.0,21.0,0.0,55.0,280.0,43.0,7465,643.0,522.0,0.0,282.0,56.0,125.0,44.0,18.0,2.0,33.0,388.0,33.0,285,-61.0,-79.0,0.5993820803295572,0.6622039134912462,-0.0628218331616889,1.2615859938208034,1.104810996563574,0.07388316151202749,0.21993127147766323,0.4810996563573883,0.09450171821305842,0.09450171821305842,0.0,0.03608247422680412,0.08075601374570447,0.23883161512027495,False,True
2723055000,27230,북구,침산1동,1,10,6,12,4,3,12,48,17,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.5483870967741935,판정불가,718,22.0,10.0,0.0,11.0,9.0,7.0,4.0,1.0,0.0,0.0,9.0,1.0,974,32.0,25.0,0.0,19.0,2.0,8.0,1.0,3.0,0.0,2.0,17.0,1.0,-256,-10.0,-15.0,0.4583333333333333,0.6666666666666666,-0.2083333333333333,1.125,1.4545454545454546,0.045454545454545456,0.3181818181818182,0.4090909090909091,0.18181818181818182,0.0,0.0,0.045454545454545456,0.4090909090909091,0.5454545454545454,True,False
2723056000,27230,북구,침산2동,117,95,93,109,124,108,165,811,305,506,754.0,721.0,7.0,222.0,190.0,5.0,532.0,531.0,2.0,0.0,0.0,754.0,7.0,0.9297163995067818,0.9562334217506632,0.8890258939580764,0.0,0.6027667984189723,물리적부족,4401,537.0,416.0,0.0,207.0,51.0,131.0,48.0,18.0,0.0,26.0,273.0,41.0,4510,472.0,382.0,0.0,198.0,35.0,91.0,36.0,22.0,1.0,20.0,271.0,31.0,-109,65.0,34.0,0.6621454993834772,0.5819975339087546,0.0801479654747225,1.244143033292232,0.8789571694599627,0.07635009310986965,0.24394785847299813,0.5083798882681564,0.0893854748603352,0.048417132216014895,0.0,0.0335195530726257,0.09497206703910614,0.22532588454376168,False,True
2723057000,27230,북구,침산3동,72,64,59,72,83,86,113,549,195,354,453.0,413.0,9.0,273.0,233.0,8.0,180.0,180.0,1.0,180.0,1.0,273.0,8.0,0.825136612021858,0.911699779249448,0.7522768670309654,0.3973509933774834,0.5508474576271186,물리적부족,3344,341.0,228.0,0.0,133.0,54.0,112.0,34.0,9.0,1.0,21.0,139.0,25.0,4116,343.0,276.0,0.0,155.0,24.0,77.0,19.0,11.0,1.0,16.0,202.0,17.0,-772,-2.0,-48.0,0.6211293260473588,0.6247723132969034,-0.0036429872495446,1.2459016393442623,1.0058651026392962,0.07331378299120235,0.3284457478005865,0.407624633431085,0.09970674486803519,0.06158357771260997,0.002932551319648094,0.026392961876832845,0.15835777126099707,0.33137829912023464,False,True
2723061000,27230,북구,산격1동,8,5,2,3,9,7,6,40,15,25,103.0,48.0,2.0,85.0,45.0,1.0,18.0,3.0,1.0,103.0,2.0,0.0,0.0,2.575,0.4660194174757281,1.2,1.0,0.6,질적미스매치,1404,32.0,19.0,0.0,12.0,7.0,10.0,5.0,2.0,0.0,0.0,12.0,3.0,1953,61.0,51.0,0.0,29.0,7.0,16.0,6.0,1.0,0.0,3.0,31.0,4.0,-549,-29.0,-32.0,0.8,1.525,-0.725,2.325,1.90625,0.09375,0.3125,0.375,0.15625,0.0,0.0,0.0625,0.21875,0.40625,True,False
2723062000,27230,북구,산격2동,22,20,19,16,15,27,34,153,61,92,470.0,369.0,4.0,260.0,203.0,3.0,210.0,166.0,1.0,121.0,1.0,349.0,3.0,3.071895424836601,0.7851063829787234,2.411764705882353,0.2574468085106383,0.6630434782608695,양호,2205,96.0,52.0,0.0,39.0,23.0,29.0,5.0,7.0,0.0,9.0,40.0,6.0,2820,130.0,96.0,0.0,55.0,15.0,36.0,11.0,4.0,0.0,10.0,63.0,6.0,-615,-34.0,-44.0,0.6274509803921569,0.8496732026143791,-0.2222222222222222,1.477124183006536,1.3541666666666667,0.0625,0.3020833333333333,0.4166666666666667,0.052083333333333336,0.09375,0.0,0.07291666666666667,0.23958333333333334,0.45833333333333337,False,True
2723063000,27230,북구,산격3동,8,11,17,8,10,5,11,70,36,34,309.0,157.0,4.0,269.0,150.0,3.0,40.0,7.0,1.0,40.0,1.0,269.0,3.0,4.414285714285715,0.5080906148867314,2.242857142857143,0.1294498381877022,1.0588235294117647,질적미스매치,6068,57.0,46.0,0.0,28.0,5.0,20.0,2.0,3.0,0.0,5.0,19.0,8.0,6799,89.0,74.0,0.0,49.0,9.0,27.0,4.0,4.0,0.0,5.0,40.0,9.0,-731,-32.0,-28.0,0.8142857142857143,1.2714285714285714,-0.4571428571428571,2.085714285714286,1.5614035087719298,0.14035087719298245,0.3508771929824561,0.3333333333333333,0.03508771929824561,0.08771929824561403,0.0,0.05263157894736842,0.08771929824561403,0.19298245614035092,True,False
2723063100,27230,북구,산격4동,7,6,6,15,11,13,14,72,19,53,464.0,331.0,4.0,192.0,82.0,3.0,272.0,249.0,1.0,57.0,1.0,407.0,3.0,6.444444444444445,0.7133620689655172,4.597222222222222,0.1228448275862068,0.3584905660377358,양호,2215,53.0,32.0,0.0,25.0,12.0,24.0,4.0,3.0,2.0,6.0,11.0,3.0,2847,93.0,70.0,0.0,47.0,8.0,26.0,4.0,5.0,1.0,6.0,48.0,3.0,-632,-40.0,-38.0,0.7361111111111112,1.2916666666666667,-0.5555555555555556,2.0277777777777777,1.7547169811320755,0.05660377358490566,0.4528301886792453,0.2075471698113207,0.07547169811320754,0.11320754716981132,0.03773584905660377,0.05660377358490566,0.22641509433962265,0.39622641509433965,True,False
2723064500,27230,북구,대현동,43,39,30,31,34,35,52,264,112,152,663.0,471.0,8.0,347.0,194.0,6.0,316.0,277.0,2.0,60.0,1.0,603.0,7.0,2.511363636363636,0.7104072398190046,1.7840909090909092,0.090497737556561,0.7368421052631579,양호,6053,138.0,90.0,0.0,58.0,21.0,50.0,2.0,8.0,0.0,4.0,64.0,10.0,6621,260.0,211.0,0.0,100.0,16.0,57.0,31.0,8.0,0.0,9.0,140.0,15.0,-568,-122.0,-121.0,0.5227272727272727,0.9848484848484849,-0.4621212121212121,1.5075757575757576,1.8840579710144927,0.07246376811594203,0.36231884057971014,0.463768115942029,0.014492753623188406,0.028985507246376812,0.0,0.057971014492753624,0.15217391304347827,0.34782608695652173,False,True
2723067100,27230,북구,복현1동,10,7,10,5,4,9,8,53,27,26,49.0,14.0,1.0,49.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,0.9245283018867924,0.2857142857142857,0.2641509433962264,0.0,1.0384615384615383,이중취약,5805,35.0,23.0,0.0,15.0,11.0,14.0,2.0,6.0,0.0,0.0,11.0,2.0,6020,71.0,55.0,0.0,32.0,7.0,22.0,9.0,2.0,0.0,3.0,30.0,5.0,-215,-36.0,-32.0,0.660377358490566,1.3396226415094339,-0.6792452830188679,2.0,2.0285714285714285,0.05714285714285714,0.4,0.3142857142857143,0.05714285714285714,0.0,0.0,0.17142857142857143,0.3142857142857143,0.34285714285714286,True,False
2723067200,27230,북구,복현2동,161,175,141,159,133,135,136,1040,477,563,1126.0,875.0,15.0,539.0,375.0,11.0,587.0,500.0,4.0,151.0,4.0,975.0,11.0,1.0826923076923076,0.7770870337477798,0.8413461538461539,0.1341030195381883,0.8472468916518651,양호,8415,544.0,402.0,1.0,276.0,62.0,158.0,42.0,18.0,2.0,20.0,268.0,36.0,9324,753.0,626.0,1.0,383.0,47.0,144.0,31.0,24.0,0.0,37.0,474.0,43.0,-909,-209.0,-224.0,0.5230769230769231,0.7240384615384615,-0.2009615384615384,1.2471153846153846,1.3841911764705883,0.0661764705882353,0.29044117647058826,0.4926470588235294,0.07720588235294118,0.03676470588235294,0.003676470588235294,0.03308823529411765,0.11397058823529412,0.26102941176470584,False,True
2723068000,27230,북구,검단동,7,9,7,10,14,8,12,67,23,44,62.0,0.0,1.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,62.0,1.0,0.9253731343283582,0.0,0.0,0.0,0.5227272727272727,이중취약,1111,36.0,20.0,0.0,13.0,10.0,11.0,3.0,3.0,0.0,1.0,14.0,4.0,1441,69.0,58.0,0.0,30.0,4.0,17.0,4.0,3.0,0.0,4.0,38.0,3.0,-330,-33.0,-38.0,0.5373134328358209,1.0298507462686568,-0.4925373134328358,1.5671641791044777,1.9166666666666667,0.1111111111111111,0.3055555555555556,0.3888888888888889,0.08333333333333333,0.027777777777777776,0.0,0.08333333333333333,0.2777777777777778,0.4444444444444444,True,False
2723069500,27230,북구,무태조야동,131,118,132,144,163,209,174,1071,381,690,1493.0,795.0,20.0,763.0,410.0,15.0,730.0,385.0,5.0,617.0,9.0,876.0,11.0,1.3940242763772177,0.5324849296718017,0.742296918767507,0.4132618888144675,0.5521739130434783,질적미스매치,7488,444.0,311.0,0.0,214.0,51.0,152.0,26.0,13.0,0.0,12.0,207.0,34.0,8968,669.0,555.0,0.0,315.0,56.0,145.0,48.0,22.0,2.0,33.0,377.0,42.0,-1480,-225.0,-244.0,0.4145658263305322,0.6246498599439776,-0.2100840336134453,1.03921568627451,1.5067567567567568,0.07657657657657657,0.34234234234234234,0.4662162162162162,0.05855855855855856,0.02702702702702703,0.0,0.02927927927927928,0.11486486486486487,0.2995495495495496,False,True
2723071500,27230,북구,관문동,155,202,181,204,229,218,275,1464,538,926,1537.0,911.0,17.0,751.0,475.0,12.0,786.0,436.0,5.0,738.0,10.0,799.0,7.0,1.049863387978142,0.5927130774235524,0.6222677595628415,0.4801561483409239,0.5809935205183585,질적미스매치,6422,653.0,481.0,1.0,329.0,67.0,182.0,54.0,20.0,2.0,40.0,305.0,50.0,8177,932.0,792.0,2.0,400.0,68.0,171.0,66.0,29.0,1.0,65.0,530.0,70.0,-1755,-279.0,-311.0,0.4460382513661202,0.6366120218579235,-0.1905737704918032,1.0826502732240435,1.4272588055130169,0.07656967840735068,0.2787136294027565,0.4670750382848392,0.08269525267993874,0.06125574272588055,0.0030627871362940277,0.030627871362940276,0.10260336906584992,0.26339969372128635,False,True
2723072500,27230,북구,태전1동,70,55,56,49,66,62,61,419,181,238,935.0,601.0,9.0,313.0,206.0,6.0,622.0,395.0,3.0,42.0,1.0,893.0,8.0,2.231503579952267,0.6427807486631016,1.4343675417661097,0.0449197860962566,0.7605042016806722,질적미스매치,8547,240.0,168.0,0.0,120.0,33.0,76.0,22.0,16.0,1.0,28.0,80.0,17.0,8943,360.0,288.0,0.0,167.0,34.0,77.0,28.0,30.0,3.0,16.0,179.0,27.0,-396,-120.0,-120.0,0.5727923627684964,0.8591885441527446,-0.2863961813842482,1.431980906921241,1.5,0.07083333333333333,0.31666666666666665,0.3333333333333333,0.09166666666666666,0.11666666666666667,0.004166666666666667,0.06666666666666667,0.1375,0.30000000000000004,False,True
2723073500,27230,북구,태전2동,71,67,55,75,70,103,90,531,193,338,625.0,295.0,6.0,387.0,180.0,4.0,238.0,115.0,2.0,119.0,2.0,506.0,4.0,1.177024482109228,0.472,0.5555555555555556,0.1904,0.5710059171597633,질적미스매치,5823,271.0,192.0,0.0,148.0,47.0,89.0,23.0,8.0,1.0,18.0,111.0,21.0,7116,371.0,296.0,0.0,184.0,28.0,94.0,16.0,12.0,1.0,23.0,203.0,22.0,-1293,-100.0,-104.0,0.5103578154425612,0.6986817325800376,-0.1883239171374764,1.2090395480225988,1.3690036900369005,0.07749077490774908,0.3284132841328413,0.4095940959409594,0.08487084870848709,0.06642066420664207,0.0036900369003690036,0.02952029520295203,0.17343173431734318,0.29151291512915134,False,True
2723074500,27230,북구,구암동,69,81,58,75,86,115,135,619,208,411,1073.0,444.0,15.0,387.0,202.0,12.0,686.0,242.0,3.0,53.0,1.0,1020.0,14.0,1.7334410339256865,0.4137931034482758,0.7172859450726979,0.0493942218080149,0.5060827250608273,질적미스매치,6402,318.0,203.0,1.0,122.0,40.0,88.0,23.0,66.0,0.0,9.0,108.0,24.0,8405,451.0,363.0,1.0,201.0,42.0,97.0,33.0,36.0,3.0,20.0,231.0,31.0,-2003,-133.0,-160.0,0.5137318255250404,0.72859450726979,-0.2148626817447496,1.2423263327948304,1.4182389937106918,0.07547169811320754,0.27672955974842767,0.3396226415094339,0.07232704402515723,0.02830188679245283,0.0,0.20754716981132076,0.12578616352201258,0.3616352201257862,False,True
2723075000,27230,북구,관음동,24,27,24,24,37,42,39,217,75,142,424.0,124.0,5.0,78.0,37.0,3.0,346.0,87.0,2.0,0.0,0.0,424.0,5.0,1.953917050691244,0.2924528301886792,0.5714285714285714,0.0,0.528169014084507,질적미스매치,3189,108.0,83.0,0.0,44.0,15.0,31.0,11.0,2.0,0.0,13.0,36.0,15.0,4304,181.0,146.0,0.0,84.0,18.0,39.0,16.0,7.0,1.0,12.0,96.0,10.0,-1115,-73.0,-63.0,0.4976958525345622,0.8341013824884793,-0.336405529953917,1.3317972350230414,1.6759259259259258,0.1388888888888889,0.28703703703703703,0.3333333333333333,0.10185185185185185,0.12037037037037036,0.0,0.018518518518518517,0.1388888888888889,0.2314814814814815,False,True
2723077000,27230,북구,읍내동,95,91,78,92,107,108,120,691,264,427,1261.0,607.0,12.0,717.0,286.0,9.0,544.0,321.0,3.0,87.0,2.0,1174.0,10.0,1.8248914616497829,0.4813639968279143,0.8784370477568741,0.0689928628072958,0.6182669789227166,질적미스매치,6964,471.0,314.0,0.0,204.0,52.0,143.0,33.0,22.0,2.0,18.0,218.0,35.0,7938,528.0,403.0,0.0,242.0,35.0,112.0,59.0,30.0,2.0,18.0,271.0,36.0,-974,-57.0,-89.0,0.6816208393632417,0.76410998552822,-0.0824891461649783,1.4457308248914615,1.1210191082802548,0.07430997876857749,0.3036093418259023,0.4628450106157112,0.07006369426751592,0.03821656050955414,0.004246284501061571,0.04670912951167728,0.11040339702760085,0.33333333333333337,False,True
2723078000,27230,북구,동천동,75,86,69,101,108,119,124,682,230,452,1167.0,711.0,16.0,451.0,240.0,12.0,716.0,471.0,4.0,40.0,1.0,1127.0,15.0,1.7111436950146628,0.609254498714653,1.042521994134897,0.0342759211653813,0.5088495575221239,질적미스매치,5461,411.0,292.0,0.0,140.0,48.0,108.0,54.0,15.0,1.0,23.0,177.0,33.0,6757,425.0,328.0,0.0,178.0,36.0,103.0,28.0,21.0,0.0,23.0,217.0,33.0,-1296,-14.0,-36.0,0.6026392961876833,0.6231671554252199,-0.0205278592375366,1.2258064516129032,1.0340632603406326,0.08029197080291971,0.26277372262773724,0.4306569343065693,0.13138686131386862,0.05596107055961071,0.0024330900243309003,0.0364963503649635,0.11678832116788321,0.2895377128953771,False,True
2723079000,27230,북구,노원동,62,46,52,45,43,32,40,320,160,160,272.0,253.0,3.0,116.0,97.0,2.0,156.0,156.0,1.0,0.0,0.0,272.0,3.0,0.85,0.9301470588235294,0.790625,0.0,1.0,물리적부족,3393,188.0,148.0,0.0,102.0,20.0,50.0,4.0,4.0,0.0,6.0,113.0,11.0,3443,220.0,197.0,0.0,99.0,14.0,31.0,13.0,6.0,2.0,19.0,134.0,15.0,-50,-32.0,-49.0,0.5875,0.6875,-0.1,1.275,1.1702127659574468,0.05851063829787234,0.26595744680851063,0.601063829787234,0.02127659574468085,0.031914893617021274,0.0,0.02127659574468085,0.10638297872340426,0.21276595744680848,False,True
2723080000,27230,북구,국우동,133,136,131,155,134,157,193,1039,400,639,1690.0,871.0,20.0,732.0,372.0,13.0,958.0,499.0,7.0,535.0,11.0,1155.0,9.0,1.6265640038498557,0.5153846153846153,0.8383060635226179,0.3165680473372781,0.6259780907668232,질적미스매치,9258,535.0,396.0,1.0,269.0,35.0,154.0,41.0,36.0,2.0,32.0,195.0,75.0,9340,629.0,523.0,0.0,309.0,40.0,130.0,32.0,31.0,2.0,46.0,322.0,66.0,-82,-94.0,-127.0,0.5149181905678537,0.6053897978825794,-0.0904716073147257,1.120307988450433,1.1757009345794394,0.14018691588785046,0.28785046728971964,0.3644859813084112,0.07663551401869159,0.059813084112149535,0.003738317757009346,0.06728971962616823,0.06542056074766354,0.25981308411214954,False,True
2726051000,27260,수성구,범어1동,141,152,144,152,232,224,268,1313,437,876,617.0,597.0,7.0,203.0,200.0,4.0,414.0,397.0,3.0,199.0,4.0,418.0,3.0,0.4699162223914699,0.9675850891410048,0.4546839299314547,0.3225283630470016,0.4988584474885845,물리적부족,7458,1117.0,967.0,0.0,363.0,47.0,210.0,152.0,25.0,1.0,87.0,547.0,95.0,5447,442.0,345.0,0.0,158.0,32.0,111.0,38.0,25.0,3.0,22.0,219.0,24.0,2011,675.0,622.0,0.8507235338918507,0.33663366336633666,0.5140898705255141,1.1873571972581871,0.39570277529095793,0.08504923903312445,0.18800358102059087,0.4897045658012534,0.1360787824529991,0.07788719785138765,0.0008952551477170994,0.022381378692927483,0.04207699194270367,0.1342882721575649,False,True
2726052000,27260,수성구,범어2동,58,71,59,106,90,98,111,593,188,405,747.0,540.0,9.0,359.0,196.0,6.0,388.0,344.0,3.0,99.0,3.0,648.0,6.0,1.2596964586846544,0.7228915662650602,0.9106239460370996,0.1325301204819277,0.4641975308641975,양호,5467,454.0,323.0,1.0,181.0,39.0,98.0,61.0,49.0,0.0,36.0,167.0,43.0,6013,314.0,220.0,1.0,146.0,17.0,99.0,18.0,14.0,1.0,24.0,137.0,21.0,-546,140.0,103.0,0.7655986509274874,0.5295109612141653,0.236087689713322,1.2951096121416523,0.6916299559471366,0.0947136563876652,0.21585903083700442,0.36784140969163,0.1343612334801762,0.07929515418502203,0.0,0.10792951541850221,0.08590308370044053,0.28854625550660795,False,True
2726053000,27260,수성구,범어3동,128,120,123,140,145,160,189,1005,371,634,367.0,295.0,8.0,323.0,266.0,7.0,44.0,29.0,1.0,114.0,3.0,253.0,5.0,0.3651741293532338,0.8038147138964578,0.2935323383084577,0.3106267029972752,0.5851735015772871,물리적부족,5466,773.0,643.0,0.0,297.0,46.0,162.0,93.0,14.0,0.0,54.0,393.0,57.0,5489,526.0,442.0,0.0,200.0,44.0,102.0,53.0,13.0,3.0,36.0,274.0,45.0,-23,247.0,201.0,0.7691542288557214,0.5233830845771145,0.2457711442786069,1.2925373134328355,0.6804657179818887,0.07373868046571798,0.2095730918499353,0.5084087968952135,0.1203104786545925,0.06985769728331177,0.0,0.018111254851228976,0.059508408796895215,0.1681759379042691,False,True
2726054000,27260,수성구,범어4동,24,28,31,61,90,91,152,477,83,394,398.0,279.0,3.0,398.0,279.0,3.0,0.0,0.0,0.0,34.0,1.0,364.0,2.0,0.8343815513626834,0.7010050251256281,0.5849056603773585,0.0854271356783919,0.2106598984771573,물리적부족,5131,628.0,541.0,0.0,127.0,39.0,131.0,180.0,15.0,0.0,32.0,212.0,58.0,5904,252.0,194.0,0.0,71.0,21.0,69.0,30.0,13.0,3.0,11.0,111.0,15.0,-773,376.0,347.0,1.3165618448637315,0.5283018867924528,0.7882599580712788,1.8448637316561844,0.4012738853503185,0.09235668789808917,0.2085987261146497,0.3375796178343949,0.28662420382165604,0.050955414012738856,0.0,0.02388535031847134,0.06210191082802548,0.13853503184713378,False,True
2726055000,27260,수성구,만촌1동,76,82,73,88,100,132,138,689,231,458,675.0,493.0,13.0,383.0,265.0,10.0,292.0,228.0,3.0,179.0,6.0,496.0,7.0,0.9796806966618288,0.7303703703703703,0.7155297532656023,0.2651851851851852,0.5043668122270742,물리적부족,4699,530.0,401.0,0.0,196.0,56.0,129.0,48.0,12.0,0.0,34.0,174.0,133.0,5748,406.0,322.0,0.0,158.0,30.0,85.0,43.0,11.0,0.0,17.0,164.0,86.0,-1049,124.0,79.0,0.7692307692307693,0.5892597968069666,0.1799709724238026,1.3584905660377358,0.7660377358490567,0.2509433962264151,0.24339622641509434,0.3283018867924528,0.09056603773584905,0.06415094339622641,0.0,0.022641509433962263,0.10566037735849057,0.24339622641509429,False,True
2726056000,27260,수성구,만촌2동,34,45,48,50,74,73,84,408,127,281,874.0,798.0,8.0,102.0,71.0,3.0,772.0,727.0,5.0,100.0,3.0,774.0,5.0,2.142156862745098,0.9130434782608696,1.9558823529411764,0.11441647597254,0.4519572953736654,양호,4563,369.0,303.0,0.0,135.0,17.0,72.0,20.0,10.0,0.0,12.0,201.0,54.0,4097,192.0,148.0,0.0,72.0,18.0,49.0,15.0,9.0,0.0,11.0,73.0,35.0,466,177.0,155.0,0.9044117647058824,0.47058823529411764,0.4338235294117647,1.375,0.5203252032520326,0.14634146341463414,0.1951219512195122,0.5447154471544715,0.05420054200542006,0.032520325203252036,0.0,0.02710027100271003,0.04607046070460705,0.17886178861788615,False,True
2726056100,27260,수성구,만촌3동,45,67,63,65,105,129,154,628,175,453,574.0,540.0,7.0,276.0,247.0,5.0,298.0,293.0,2.0,123.0,3.0,451.0,4.0,0.9140127388535032,0.940766550522648,0.8598726114649682,0.2142857142857142,0.3863134657836644,물리적부족,6488,784.0,698.0,1.0,210.0,31.0,124.0,186.0,17.0,0.0,48.0,370.0,39.0,6352,285.0,234.0,1.0,77.0,25.0,61.0,31.0,18.0,0.0,18.0,133.0,24.0,136,499.0,464.0,1.248407643312102,0.4538216560509554,0.7945859872611465,1.7022292993630572,0.3635204081632653,0.04974489795918367,0.15816326530612246,0.4719387755102041,0.2372448979591837,0.061224489795918366,0.0,0.021683673469387755,0.039540816326530615,0.10969387755102045,False,True
